step,avg_raw_r1,avg_raw_r2,avg_tdma,avg_aloha,collisions_last_win,energy_efficiency
500,0.8229376257545271,0.8189134808853119,0.8913480885311871,0.2515090543259557,124,6.528
1000,0.85,0.862,0.896,0.282,99,8.56
1500,0.85,0.842,0.882,0.26,117,7.169491525423729
2000,0.864,0.878,0.896,0.25,97,8.887755102040817
2500,0.884,0.858,0.898,0.262,103,8.375
3000,0.878,0.87,0.89,0.222,96,9.010309278350515
3500,0.91,0.874,0.888,0.264,88,10.02247191011236
4000,0.86,0.876,0.882,0.222,114,7.547826086956522
4500,0.87,0.892,0.894,0.268,103,8.471153846153847
5000,0.87,0.856,0.872,0.238,124,6.904
5500,0.888,0.882,0.874,0.256,110,7.972972972972973
6000,0.894,0.882,0.894,0.264,109,8.072727272727272
6500,0.87,0.89,0.886,0.244,116,7.521367521367521
7000,0.896,0.902,0.88,0.264,99,8.99
7500,0.874,0.86,0.884,0.224,127,6.7734375
8000,0.898,0.872,0.878,0.25,107,8.194444444444445
8500,0.882,0.872,0.894,0.26,120,7.24793388429752
9000,0.898,0.884,0.886,0.254,103,8.567307692307692
9500,0.88,0.876,0.874,0.244,112,7.769911504424779
10000,0.888,0.892,0.908,0.22,106,8.317757009345794
10500,0.866,0.87,0.87,0.25,121,7.114754098360656
11000,0.882,0.88,0.886,0.25,105,8.31132075471698
11500,0.89,0.898,0.868,0.276,101,8.764705882352942
12000,0.866,0.868,0.874,0.26,129,6.6692307692307695
12500,0.866,0.87,0.858,0.294,114,7.547826086956522
13000,0.836,0.87,0.882,0.25,112,7.548672566371682
13500,0.836,0.844,0.892,0.278,129,6.461538461538462
14000,0.904,0.898,0.92,0.266,88,10.123595505617978
14500,0.878,0.89,0.884,0.252,103,8.5
15000,0.882,0.884,0.898,0.258,101,8.656862745098039
15500,0.89,0.892,0.928,0.24,104,8.485714285714286
16000,0.926,0.88,0.926,0.244,81,11.012195121951219
16500,0.912,0.906,0.918,0.28,86,10.448275862068966
17000,0.914,0.896,0.924,0.238,78,11.455696202531646
17500,0.904,0.882,0.94,0.258,92,9.602150537634408
18000,0.89,0.872,0.932,0.254,97,8.989795918367347
18500,0.93,0.924,0.932,0.244,65,14.045454545454545
19000,0.908,0.87,0.948,0.276,92,9.559139784946236
19500,0.916,0.892,0.928,0.252,85,10.511627906976743
20000,0.94,0.89,0.942,0.238,64,14.076923076923077
20500,0.948,0.926,0.958,0.236,55,16.732142857142858
21000,0.932,0.88,0.94,0.26,87,10.295454545454545
21500,0.948,0.93,0.958,0.254,55,16.767857142857142
22000,0.934,0.916,0.964,0.282,71,12.847222222222221
22500,0.936,0.894,0.932,0.23,67,13.455882352941176
23000,0.95,0.926,0.948,0.252,54,17.054545454545455
23500,0.918,0.918,0.946,0.26,72,12.575342465753424
24000,0.948,0.912,0.942,0.262,62,14.761904761904763
24500,0.946,0.934,0.958,0.294,55,16.785714285714285
25000,0.924,0.912,0.97,0.232,70,12.929577464788732
