step,avg_raw_r1,avg_raw_r2,avg_tdma,avg_aloha,collisions_last_win,energy_efficiency
500,0.869215291750503,0.8571428571428571,0.89738430583501,0.2716297786720322,98,8.666666666666666
1000,0.862,0.856,0.882,0.24,110,7.738738738738738
1500,0.876,0.858,0.888,0.236,106,8.102803738317757
2000,0.858,0.878,0.908,0.272,113,7.614035087719298
2500,0.878,0.874,0.898,0.204,98,8.848484848484848
3000,0.842,0.856,0.874,0.26,131,6.431818181818182
3500,0.904,0.898,0.896,0.252,88,10.123595505617978
4000,0.896,0.9,0.892,0.262,87,10.204545454545455
4500,0.904,0.908,0.892,0.274,87,10.295454545454545
5000,0.882,0.884,0.908,0.28,107,8.175925925925926
5500,0.912,0.902,0.9,0.256,80,11.197530864197532
6000,0.918,0.91,0.9,0.256,81,11.146341463414634
6500,0.91,0.918,0.906,0.24,81,11.146341463414634
7000,0.928,0.918,0.916,0.25,74,12.306666666666667
7500,0.908,0.926,0.9,0.226,83,10.916666666666666
8000,0.924,0.924,0.922,0.23,75,12.157894736842104
8500,0.898,0.908,0.866,0.246,92,9.709677419354838
9000,0.916,0.922,0.906,0.264,79,11.4875
9500,0.932,0.914,0.91,0.272,74,12.306666666666667
10000,0.918,0.918,0.908,0.238,74,12.24
10500,0.924,0.924,0.92,0.246,75,12.157894736842104
11000,0.952,0.934,0.936,0.228,55,16.839285714285715
11500,0.938,0.928,0.924,0.27,64,14.353846153846154
12000,0.93,0.934,0.932,0.232,65,14.121212121212121
12500,0.878,0.83,0.888,0.266,113,7.491228070175438
13000,0.892,0.85,0.89,0.208,106,8.14018691588785
13500,0.904,0.882,0.902,0.256,91,9.706521739130435
14000,0.924,0.876,0.908,0.252,82,10.843373493975903
14500,0.932,0.9,0.92,0.244,82,11.036144578313253
15000,0.944,0.942,0.942,0.244,48,19.244897959183675
15500,0.944,0.916,0.95,0.232,64,14.307692307692308
16000,0.934,0.918,0.954,0.252,71,12.86111111111111
16500,0.946,0.92,0.954,0.272,58,15.813559322033898
17000,0.954,0.944,0.956,0.242,47,19.770833333333332
17500,0.962,0.948,0.96,0.274,42,22.209302325581394
18000,0.974,0.924,0.964,0.25,43,21.568181818181817
18500,0.952,0.948,0.972,0.274,48,19.387755102040817
19000,0.962,0.956,0.968,0.236,38,24.58974358974359
19500,0.93,0.928,0.942,0.268,69,13.271428571428572
20000,0.962,0.95,0.966,0.23,38,24.512820512820515
20500,0.958,0.946,0.976,0.232,44,21.155555555555555
21000,0.942,0.938,0.97,0.208,56,16.49122807017544
21500,0.97,0.952,0.974,0.244,34,27.457142857142856
22000,0.974,0.972,0.978,0.26,24,38.92
22500,0.964,0.964,0.968,0.246,35,26.77777777777778
23000,0.958,0.94,0.964,0.236,43,21.568181818181817
23500,0.962,0.948,0.976,0.206,42,22.209302325581394
24000,0.968,0.926,0.966,0.25,46,20.148936170212767
24500,0.966,0.944,0.976,0.244,39,23.875
25000,0.956,0.962,0.964,0.24,39,23.975
