ENERGY_PENALTY_WEIGHT,REWARD_MODE,USE_CLOCK,BETA_COOP,ETA_COOP,D2LS_PENALTY_WEIGHT,LAMBDA_COLLISION,reward_mode,seed,agent1_throughput,agent2_throughput,sum_drl_throughput,tdma_throughput,aloha_throughput,total_coexist_throughput,jain_fairness,d2ls_agent1,d2ls_agent2,total_collisions,collision_rate,collisions_per_1k,energy_per_bit_agent1,energy_per_bit_agent2,eval_agents_throughput,eval_coexist_throughput,eval_collisions_per_1k
0.1,cooperative,True,0.1,0.1,0.05,0.2,cooperative,42,0.8746238716148446,0.8605817452357071,1.7352056168505516,0.8896690070210632,0.25576730190571717,2.880641925777332,0.9999345159660765,1.16,1.1654676258992807,195,0.195,174.0,0.5625573394488976,0.5692890442883827,1.9066666666666667,3.1066666666666665,100.0
0.3,cooperative,True,0.1,0.1,0.05,0.2,cooperative,42,0.8706118355065195,0.8615847542627884,1.732196589769308,0.8946840521564694,0.25075225677031093,2.8776328986960884,0.999972842577474,1.1627906976744187,1.1884057971014492,198,0.198,175.0,0.5651497695846038,0.568800931314823,1.84,3.0,146.66666666666666
0.5,cooperative,True,0.1,0.1,0.05,0.2,cooperative,42,0.8686058174523571,0.8605817452357071,1.7291875626880642,0.8916750250752257,0.2587763289869609,2.8796389167502507,0.9999784674185127,1.1908396946564885,1.1510791366906474,199,0.199,173.0,0.5664549653573151,0.568764568763908,1.74,2.87,213.33333333333334
