step,avg_raw_r1,avg_raw_r2,avg_tdma,avg_aloha,collisions_last_win,energy_efficiency
500,0.7565392354124748,0.778672032193159,0.8289738430583501,0.23541247484909456,177,4.286516853932584
1000,0.824,0.798,0.852,0.206,146,5.517006802721088
1500,0.822,0.802,0.844,0.244,145,5.561643835616438
2000,0.804,0.826,0.85,0.244,149,5.433333333333334
2500,0.81,0.8,0.834,0.254,170,4.707602339181286
3000,0.808,0.802,0.878,0.238,176,4.548022598870056
3500,0.832,0.828,0.852,0.254,162,5.0920245398773005
4000,0.816,0.798,0.844,0.244,182,4.409836065573771
4500,0.846,0.798,0.84,0.256,173,4.724137931034483
5000,0.83,0.834,0.83,0.242,155,5.333333333333333
5500,0.816,0.828,0.842,0.22,172,4.7514450867052025
6000,0.83,0.83,0.85,0.214,159,5.1875
6500,0.832,0.852,0.836,0.23,152,5.503267973856209
7000,0.842,0.81,0.852,0.224,168,4.887573964497041
7500,0.82,0.83,0.884,0.256,158,5.188679245283019
8000,0.804,0.766,0.858,0.22,206,3.792270531400966
8500,0.85,0.81,0.866,0.252,170,4.853801169590644
9000,0.848,0.798,0.858,0.262,162,5.049079754601227
9500,0.828,0.818,0.848,0.258,163,5.0182926829268295
10000,0.838,0.822,0.84,0.258,165,5.0
10500,0.862,0.804,0.846,0.24,138,5.9928057553956835
11000,0.866,0.808,0.824,0.214,152,5.470588235294118
11500,0.836,0.826,0.844,0.248,162,5.098159509202454
12000,0.864,0.838,0.85,0.24,139,6.078571428571428
12500,0.814,0.806,0.836,0.26,164,4.909090909090909
13000,0.798,0.798,0.85,0.24,169,4.694117647058824
13500,0.856,0.788,0.836,0.264,139,5.871428571428571
14000,0.828,0.804,0.862,0.228,155,5.230769230769231
14500,0.868,0.808,0.842,0.228,147,5.662162162162162
15000,0.83,0.778,0.866,0.228,165,4.843373493975903
15500,0.87,0.816,0.876,0.24,128,6.534883720930233
16000,0.828,0.766,0.86,0.24,160,4.950310559006211
16500,0.842,0.802,0.878,0.256,143,5.708333333333333
17000,0.848,0.79,0.878,0.222,134,6.066666666666666
17500,0.858,0.8,0.894,0.234,124,6.632
18000,0.856,0.822,0.9,0.222,126,6.606299212598425
18500,0.866,0.81,0.866,0.232,126,6.5984251968503935
19000,0.846,0.828,0.88,0.232,130,6.3893129770992365
19500,0.892,0.844,0.882,0.252,116,7.418803418803419
20000,0.884,0.836,0.9,0.264,118,7.226890756302521
20500,0.886,0.852,0.902,0.268,114,7.556521739130435
21000,0.84,0.858,0.894,0.26,115,7.318965517241379
21500,0.854,0.848,0.884,0.194,135,6.257352941176471
22000,0.85,0.86,0.902,0.242,134,6.333333333333333
22500,0.884,0.866,0.904,0.258,109,7.954545454545454
23000,0.836,0.806,0.89,0.202,161,5.067901234567901
23500,0.866,0.838,0.904,0.278,123,6.870967741935484
24000,0.862,0.83,0.888,0.22,127,6.609375
24500,0.848,0.856,0.908,0.242,130,6.5038167938931295
25000,0.866,0.872,0.922,0.232,118,7.302521008403361
