step,avg_raw_r1,avg_raw_r2,avg_tdma,avg_aloha,collisions_last_win,energy_efficiency
500,0.8309859154929577,0.8229376257545271,0.8953722334004024,0.2515090543259557,117,6.966101694915254
1000,0.852,0.854,0.886,0.278,105,8.047169811320755
1500,0.838,0.832,0.856,0.26,125,6.626984126984127
2000,0.844,0.844,0.882,0.256,113,7.4035087719298245
2500,0.832,0.85,0.882,0.264,117,7.127118644067797
3000,0.88,0.852,0.884,0.228,97,8.83673469387755
3500,0.886,0.884,0.91,0.258,96,9.123711340206185
4000,0.856,0.842,0.874,0.232,121,6.959016393442623
4500,0.874,0.83,0.886,0.254,128,6.604651162790698
5000,0.852,0.826,0.88,0.234,122,6.821138211382114
5500,0.868,0.792,0.868,0.254,120,6.859504132231405
6000,0.902,0.816,0.854,0.264,118,7.218487394957983
6500,0.882,0.8,0.882,0.25,112,7.442477876106195
7000,0.88,0.842,0.878,0.252,106,8.046728971962617
7500,0.874,0.856,0.878,0.228,116,7.3931623931623935
8000,0.906,0.804,0.88,0.246,104,8.142857142857142
8500,0.876,0.808,0.874,0.252,117,7.135593220338983
9000,0.882,0.802,0.844,0.252,127,6.578125
9500,0.91,0.85,0.896,0.242,78,11.139240506329115
10000,0.872,0.82,0.88,0.228,125,6.714285714285714
10500,0.888,0.844,0.878,0.26,107,8.018518518518519
11000,0.884,0.824,0.868,0.254,104,8.133333333333333
11500,0.88,0.814,0.88,0.276,120,7.0
12000,0.906,0.84,0.918,0.258,97,8.908163265306122
12500,0.886,0.844,0.908,0.294,97,8.826530612244898
13000,0.876,0.84,0.922,0.244,92,9.225806451612904
13500,0.892,0.804,0.916,0.284,104,8.076190476190476
14000,0.892,0.81,0.896,0.254,114,7.4
14500,0.872,0.812,0.864,0.248,122,6.845528455284553
15000,0.906,0.844,0.902,0.25,86,10.057471264367816
15500,0.912,0.858,0.932,0.246,91,9.619565217391305
16000,0.942,0.85,0.916,0.232,75,11.789473684210526
16500,0.928,0.844,0.922,0.28,81,10.804878048780488
17000,0.928,0.84,0.936,0.236,73,11.945945945945946
17500,0.94,0.864,0.922,0.262,73,12.18918918918919
18000,0.956,0.856,0.946,0.268,65,13.727272727272727
18500,0.922,0.846,0.944,0.234,75,11.631578947368421
19000,0.934,0.84,0.948,0.268,71,12.319444444444445
19500,0.924,0.86,0.95,0.248,78,11.291139240506329
20000,0.944,0.888,0.954,0.23,64,14.092307692307692
20500,0.938,0.888,0.93,0.234,66,13.626865671641792
21000,0.93,0.872,0.96,0.268,66,13.447761194029852
21500,0.932,0.886,0.962,0.252,67,13.367647058823529
22000,0.938,0.884,0.944,0.284,71,12.652777777777779
22500,0.942,0.878,0.95,0.224,60,14.918032786885245
23000,0.96,0.9,0.96,0.25,44,20.666666666666668
23500,0.942,0.884,0.968,0.26,62,14.492063492063492
24000,0.938,0.876,0.954,0.264,61,14.629032258064516
24500,0.964,0.936,0.97,0.31,36,25.675675675675677
25000,0.956,0.92,0.974,0.238,47,19.541666666666668
