step,avg_raw_r1,avg_raw_r2,avg_tdma,avg_aloha,collisions_last_win,energy_efficiency
500,0.7887323943661971,0.7967806841046278,0.8571428571428571,0.2676056338028169,155,5.051282051282051
1000,0.796,0.814,0.87,0.264,149,5.366666666666666
1500,0.844,0.858,0.872,0.226,118,7.151260504201681
2000,0.842,0.838,0.89,0.266,144,5.793103448275862
2500,0.834,0.824,0.872,0.218,147,5.601351351351352
3000,0.854,0.834,0.886,0.242,128,6.542635658914729
3500,0.862,0.822,0.888,0.25,125,6.682539682539683
4000,0.836,0.832,0.87,0.256,142,5.8321678321678325
4500,0.872,0.814,0.89,0.224,134,6.2444444444444445
5000,0.844,0.85,0.884,0.238,137,6.13768115942029
5500,0.852,0.832,0.87,0.24,133,6.2835820895522385
6000,0.846,0.842,0.904,0.242,138,6.071942446043166
6500,0.848,0.824,0.866,0.252,146,5.687074829931973
7000,0.868,0.84,0.89,0.268,133,6.373134328358209
7500,0.866,0.862,0.908,0.252,129,6.6461538461538465
8000,0.842,0.826,0.872,0.232,156,5.312101910828026
8500,0.866,0.794,0.872,0.282,148,5.570469798657718
9000,0.86,0.812,0.874,0.256,140,5.929078014184397
9500,0.902,0.858,0.912,0.272,97,8.979591836734693
10000,0.844,0.858,0.886,0.228,141,5.992957746478873
10500,0.874,0.85,0.874,0.25,131,6.53030303030303
11000,0.872,0.836,0.878,0.244,130,6.519083969465649
11500,0.864,0.866,0.892,0.244,121,7.090163934426229
12000,0.87,0.862,0.872,0.232,120,7.1570247933884295
12500,0.834,0.822,0.864,0.264,141,5.830985915492958
13000,0.82,0.836,0.864,0.264,142,5.79020979020979
13500,0.898,0.854,0.876,0.262,97,8.938775510204081
14000,0.878,0.824,0.894,0.252,126,6.700787401574803
14500,0.86,0.846,0.874,0.228,136,6.226277372262774
15000,0.882,0.856,0.912,0.232,114,7.556521739130435
15500,0.862,0.848,0.904,0.262,127,6.6796875
16000,0.884,0.848,0.922,0.254,114,7.530434782608696
16500,0.882,0.858,0.906,0.236,105,8.20754716981132
17000,0.864,0.84,0.902,0.232,134,6.311111111111111
17500,0.876,0.832,0.93,0.248,125,6.777777777777778
18000,0.892,0.848,0.924,0.222,112,7.699115044247788
18500,0.888,0.828,0.898,0.248,114,7.460869565217391
19000,0.896,0.838,0.906,0.214,115,7.474137931034483
19500,0.902,0.884,0.922,0.268,101,8.754901960784315
20000,0.896,0.872,0.92,0.212,113,7.754385964912281
20500,0.922,0.902,0.942,0.222,83,10.857142857142858
21000,0.896,0.846,0.888,0.228,121,7.139344262295082
21500,0.904,0.894,0.916,0.216,99,8.99
22000,0.88,0.892,0.928,0.238,113,7.771929824561403
22500,0.916,0.898,0.916,0.27,83,10.797619047619047
23000,0.888,0.89,0.944,0.284,109,8.081818181818182
23500,0.904,0.882,0.908,0.24,100,8.841584158415841
24000,0.918,0.896,0.924,0.218,88,10.191011235955056
24500,0.884,0.9,0.946,0.256,106,8.336448598130842
25000,0.894,0.918,0.92,0.22,81,11.048780487804878
